,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE15,FONDL15,ROBBE15,AGG_A15,geo_address,lat_lng,lat,long
6514,Lane College,Main Campus,545 LANE AVE,JACKSON,TN,383014598,2,"Private nonprofit, 4-year or above",747.0,629.0,1376.0,0,1,2,3,"545 LANE AVE JACKSON, TN","[35.628751, -88.8064528]",35.628751,-88.8064528
6516,Lee University,Lee University,1120 N OCOEE ST,CLEVELAND,TN,373203731,2,"Private nonprofit, 4-year or above",2113.0,2928.0,5041.0,0,1,0,0,"1120 N OCOEE ST CLEVELAND, TN","[35.1660032, -84.87121049999999]",35.1660032,-84.8712105
6520,Maryville College,Main Campus,502 E LAMAR ALEXANDER PKWY,MARYVILLE,TN,378045907,2,"Private nonprofit, 4-year or above",556.0,657.0,1213.0,2,0,0,1,"502 E LAMAR ALEXANDER PKWY MARYVILLE, TN","[35.7539259, -83.965062]",35.7539259,-83.965062
6524,Memphis College of Art,Memphis College of Art,1930 POPLAR AVE,MEMPHIS,TN,381042764,2,"Private nonprofit, 4-year or above",140.0,270.0,410.0,0,1,0,0,"1930 POPLAR AVE MEMPHIS, TN","[35.142289, -89.995965]",35.142289,-89.995965
6527,University of Memphis,Main Campus,3720 Alumni,MEMPHIS,TN,38152,1,"Public, 4-year or above",8412.0,12173.0,20585.0,1,5,2,0,"3720 Alumni MEMPHIS, TN","[35.1187216, -89.9381167]",35.1187216,-89.9381167
6541,Tennessee College of Applied Technology-Murfreesboro,Tennessee College of Applied Technology,1303 OLD FORT PKY,MURFREESBORO,TN,371293311,4,"Public, 2-year",227.0,201.0,428.0,0,0,1,0,"1303 OLD FORT PKY MURFREESBORO, TN","[35.845186, -86.409679]",35.845186,-86.409679
6542,Lincoln College of Technology-Nashville,Lincoln College of Technology - Nashville,1524 GALLATIN RD,NASHVILLE,TN,37206,6,"Private for-profit, 2-year",1560.0,49.0,1609.0,0,0,3,3,"1524 GALLATIN RD NASHVILLE, TN","[36.1943538, -86.7439852]",36.1943538,-86.7439852
6549,Rhodes College,Main Campus,2000 North Parkway,Memphis,TN,381121690,2,"Private nonprofit, 4-year or above",896.0,1167.0,2063.0,12,10,0,1,"2000 North Parkway Memphis, TN","[35.1552928, -89.989087]",35.1552928,-89.989087
6561,Southwest Tennessee Community College,Macon Cove Campus,5983 Macon Cove,Memphis,TN,381347693,4,"Public, 2-year",3618.0,5517.0,9135.0,1,0,1,1,"5983 Macon Cove Memphis, TN","[35.1605773, -89.8665154]",35.1605773,-89.8665154
6564,Southwest Tennessee Community College,Whitehaven Center,"3035 Directors Row, Building 6",Memphis,TN,38118,4,"Public, 2-year",3618.0,5517.0,9135.0,0,1,0,0,"3035 Directors Row, Building 6 Memphis, TN","[35.0675705, -89.99410549999999]",35.0675705,-89.9941055
6565,Southwest Tennessee Community College,Gill Center,3833 Mountain Terrace,Memphis,TN,38127,4,"Public, 2-year",3618.0,5517.0,9135.0,0,1,0,0,"3833 Mountain Terrace Memphis, TN","[35.2302506, -89.9836107]",35.2302506,-89.9836107
6568,Sewanee-The University of the South,Main Campus,735 University Avenue,Sewanee,TN,373831000,2,"Private nonprofit, 4-year or above",876.0,921.0,1797.0,14,8,0,1,"735 University Avenue Sewanee, TN","[35.2025381, -85.9208317]",35.2025381,-85.9208317
6569,Tennessee College of Applied Technology-Oneida-Huntsville,Main Campus,355 SCOTT HIGH DR,HUNTSVILLE,TN,377564149,4,"Public, 2-year",269.0,166.0,435.0,0,0,0,2,"355 SCOTT HIGH DR HUNTSVILLE, TN","[36.408173, -84.52825059999999]",36.408173,-84.5282506
6582,Southern Adventist University,Southern Adventist University,4881 TAYLOR CIR,COLLEGEDALE,TN,373150370,2,"Private nonprofit, 4-year or above",1287.0,1838.0,3125.0,6,2,0,0,"4881 TAYLOR CIR COLLEGEDALE, TN","[35.0482015, -85.0519508]",35.0482015,-85.0519508
6583,Southern College of Optometry,Southern College Of Optometry,1245 MADISON AVE,MEMPHIS,TN,381042222,2,"Private nonprofit, 4-year or above",208.0,320.0,528.0,0,0,0,1,"1245 MADISON AVE MEMPHIS, TN","[35.1386081, -90.0198582]",35.1386081,-90.0198582
6586,The University of Tennessee-Chattanooga,"The University of Tennessee, Chattanooga",615 MCCALLIE AVE,CHATTANOOGA,TN,374032598,1,"Public, 4-year or above",5017.0,6370.0,11387.0,10,1,2,2,"615 MCCALLIE AVE CHATTANOOGA, TN","[35.04789, -85.29827159999999]",35.04789,-85.2982716
6587,The University of Tennessee-Knoxville,Main Campus,831 Andy Holt Tower,Knoxville,TN,379960180,1,"Public, 4-year or above",13922.0,13923.0,27845.0,19,2,1,3,"831 Andy Holt Tower Knoxville, TN","[35.9520507, -83.92584389999999]",35.9520507,-83.9258439
6589,The University of Tennessee-Martin,Main Campus,UNIVERSITY ST.,MARTIN,TN,38238,1,"Public, 4-year or above",2823.0,4004.0,6827.0,1,1,0,1,"UNIVERSITY ST. MARTIN, TN","[36.3479726, -88.8734242]",36.3479726,-88.8734242
6596,Tennessee State University,Main Campus,3500 JOHN MERRITT BLVD.,NASHVILLE,TN,372091561,1,"Public, 4-year or above",3551.0,5616.0,9167.0,2,1,6,7,"3500 JOHN MERRITT BLVD. NASHVILLE, TN","[36.1682498, -86.8260896]",36.1682498,-86.8260896
6597,Tennessee Technological University,Tennessee Technological University,1 William L. Jones Drive,COOKEVILLE,TN,385050001,1,"Public, 4-year or above",6019.0,4881.0,10900.0,3,3,0,6,"1 William L. Jones Drive COOKEVILLE, TN","[36.175903, -85.5070223]",36.175903,-85.5070223
6600,Trevecca Nazarene University,Main Campus,333 MURFREESBORO RD,NASHVILLE,TN,37210,2,"Private nonprofit, 4-year or above",1010.0,1630.0,2640.0,0,0,1,1,"333 MURFREESBORO RD NASHVILLE, TN","[36.1450579, -86.7535011]",36.1450579,-86.7535011
6606,Tusculum College,Main Campus,60 Shiloh Road,Greeneville,TN,37743,2,"Private nonprofit, 4-year or above",791.0,1018.0,1809.0,1,0,0,2,"60 Shiloh Road Greeneville, TN","[36.1740586, -82.76083450000002]",36.1740586,-82.7608345
6609,Vanderbilt University,Main Campus,2101 WEST END AVENUE,NASHVILLE,TN,37240,2,"Private nonprofit, 4-year or above",5855.0,6712.0,12567.0,15,8,2,21,"2101 WEST END AVENUE NASHVILLE, TN","[36.1494589, -86.8028774]",36.1494589,-86.8028774
6611,Volunteer State Community College,Gallatin Campus,1480 NASHVILLE PKE,GALLATIN,TN,370663188,4,"Public, 2-year",3274.0,4824.0,8098.0,0,1,0,0,"1480 NASHVILLE PKE GALLATIN, TN","[36.3660451, -86.49772]",36.3660451,-86.49772
6621,Abilene Christian University,MAIN - ABILENE CAMPUS,1600 Campus Court,ABILENE,TX,79601,2,"Private nonprofit, 4-year or above",1823.0,2721.0,4544.0,1,3,0,0,"1600 Campus Court ABILENE, TX","[32.4695289, -99.71117489999999]",32.4695289,-99.7111749
6632,Angelo State University,Main Campus,2601 W. Ave N,San Angelo,TX,76909,1,"Public, 4-year or above",3572.0,4911.0,8483.0,4,1,0,0,"2601 W. Ave N San Angelo, TX","[31.4419346, -100.4659589]",31.4419346,-100.4659589
6637,Austin College,Main Campus,900 N GRAND AVE,SHERMAN,TX,750904400,2,"Private nonprofit, 4-year or above",596.0,659.0,1255.0,7,3,0,4,"900 N GRAND AVE SHERMAN, TX","[33.6469287, -96.5980823]",33.6469287,-96.5980823
6653,Austin Community College District,Highland Campus,6403 Airport Blvd.,Austin,TX,78752,4,"Public, 2-year",18699.0,22875.0,41574.0,0,1,0,0,"6403 Airport Blvd. Austin, TX","[30.3283141, -97.7153895]",30.3283141,-97.7153895
6677,Cedar Valley College,Cedar Valley College,3030 NORTH DALLAS AVE,LANCASTER,TX,751343799,4,"Public, 2-year",2273.0,3362.0,5635.0,0,0,1,0,"3030 NORTH DALLAS AVE LANCASTER, TX","[32.6237072, -96.7613604]",32.6237072,-96.7613604
6688,Concordia University-Texas,Concordia University Texas,11400 Concordia University Drive,AUSTIN,TX,78726,2,"Private nonprofit, 4-year or above",903.0,1656.0,2559.0,0,1,0,0,"11400 Concordia University Drive AUSTIN, TX","[30.4209405, -97.8362821]",30.4209405,-97.8362821
6701,Dallas Baptist University,Main Campus,3000 MOUNTAIN CREEK PARKWAY,DALLAS,TX,752119299,2,"Private nonprofit, 4-year or above",2045.0,3274.0,5319.0,1,0,0,0,"3000 MOUNTAIN CREEK PARKWAY DALLAS, TX","[32.7100766, -96.94698280000001]",32.7100766,-96.9469828
6707,University of Dallas,Main Campus,1845 E NORTHGATE,IRVING,TX,750624736,2,"Private nonprofit, 4-year or above",1235.0,1152.0,2387.0,1,0,0,0,"1845 E NORTHGATE IRVING, TX","[32.8461891, -96.92101579999999]",32.8461891,-96.9210158
6713,Del Mar College,Northwest Center,13725 Northwest Blvd.,Corpus Christi,TX,78410,4,"Public, 2-year",4745.0,6107.0,10852.0,0,0,0,1,"13725 Northwest Blvd. Corpus Christi, TX","[27.8551486, -97.6358637]",27.8551486,-97.6358637
6719,Texas A & M University-Commerce,Main Campus,2600 South Neal,COMMERCE,TX,754283011,1,"Public, 4-year or above",5300.0,7628.0,12928.0,6,2,1,2,"2600 South Neal COMMERCE, TX","[33.2354127, -95.90906179999999]",33.2354127,-95.9090618
6722,Texas A & M University-Commerce,Corsicana,3200 W. 7th Ave,Corsicana,TX,75110,1,"Public, 4-year or above",5300.0,7628.0,12928.0,0,1,0,1,"3200 W. 7th Ave Corsicana, TX","[32.0756383, -96.4984401]",32.0756383,-96.4984401
6740,South University-The Art Institute of Dallas,Art Institute of Dallas,"Two NorthPark East, 8080 Park Lane #100",DALLAS,TX,752315993,3,"Private for-profit, 4-year or above",448.0,487.0,935.0,0,0,1,0,"Two NorthPark East, 8080 Park Lane #100 DALLAS, TX","[32.8709834, -96.7677647]",32.8709834,-96.7677647
6746,Grayson College,Main Campus,6101 GRAYSON DRIVE,DENISON,TX,750208299,4,"Public, 2-year",1878.0,2713.0,4591.0,0,1,0,0,"6101 GRAYSON DRIVE DENISON, TX","[33.7048994, -96.6335781]",33.7048994,-96.6335781
6750,Hardin-Simmons University,Hardin-Simmons University,2200 Hickory,Abilene,TX,79698,2,"Private nonprofit, 4-year or above",979.0,1133.0,2112.0,1,0,0,1,"2200 Hickory Abilene, TX","[32.4766208, -99.73441799999999]",32.4766208,-99.734418
6751,Trinity Valley Community College,Trinity Valley Community College District,100 Cardinal Drive,ATHENS,TX,75751,4,"Public, 2-year",1888.0,2780.0,4668.0,1,0,0,1,"100 Cardinal Drive ATHENS, TX","[32.1962367, -95.8590569]",32.1962367,-95.8590569
6760,Houston Baptist University,Main Campus,7502 Fondren Rd.,Houston,TX,770743298,2,"Private nonprofit, 4-year or above",1132.0,2028.0,3160.0,2,0,0,0,"7502 Fondren Rd. Houston, TX","[29.6929877, -95.51475769999999]",29.6929877,-95.5147577
6764,Houston Community College,Central College - Midtown Campus,1300 Holman,Houston,TX,77004,4,"Public, 2-year",23742.0,32780.0,56522.0,1,0,3,0,"1300 Holman Houston, TX","[29.737412, -95.376545]",29.737412,-95.376545
6765,Houston Community College,HCC Administration Complex,3100 Main,Houston,TX,77002,4,"Public, 2-year",23742.0,32780.0,56522.0,0,0,0,1,"3100 Main Houston, TX","[29.7422915, -95.3771798]",29.7422915,-95.3771798
6767,Houston Community College,Northeast - Northline,8001 Fulton,Houston,TX,77022,4,"Public, 2-year",23742.0,32780.0,56522.0,0,0,1,1,"8001 Fulton Houston, TX","[29.8343254, -95.3767888]",29.8343254,-95.3767888
6771,Houston Community College,Northwest - Katy,1550 Foxlake,Houston,TX,77084,4,"Public, 2-year",23742.0,32780.0,56522.0,1,0,0,0,"1550 Foxlake Houston, TX","[29.790332, -95.7141]",29.790332,-95.7141
6784,University of Houston-Downtown,Main Campus,1 MAIN ST,HOUSTON,TX,770021014,1,"Public, 4-year or above",5687.0,8575.0,14262.0,1,2,1,1,"1 MAIN ST HOUSTON, TX","[29.7649936, -95.358907]",29.7649936,-95.358907
6788,University of Houston-Victoria,University of Houston-Victoria,3007 N. Ben Wilson,Victoria,TX,779015731,1,"Public, 4-year or above",1507.0,2645.0,4152.0,3,0,0,0,"3007 N. Ben Wilson Victoria, TX","[28.8162512, -96.9763354]",28.8162512,-96.9763354
6789,University of Houston,Central Campus,4800 CALHOUN,HOUSTON,TX,770042162,1,"Public, 4-year or above",21695.0,21009.0,42704.0,6,3,7,2,"4800 CALHOUN HOUSTON, TX","[29.7218588, -95.3401214]",29.7218588,-95.3401214
6796,Howard College,Main Campus,1001 BIRDWELL LN,BIG SPRING,TX,79720,4,"Public, 2-year",1629.0,2415.0,4044.0,0,0,2,0,"1001 BIRDWELL LN BIG SPRING, TX","[32.251961, -101.4518977]",32.251961,-101.4518977
6799,University of the Incarnate Word,Main Campus,4301 BROADWAY,SAN ANTONIO,TX,78209,2,"Private nonprofit, 4-year or above",3452.0,5214.0,8666.0,1,0,0,2,"4301 BROADWAY SAN ANTONIO, TX","[29.466944, -98.4658511]",29.466944,-98.4658511
6806,Kilgore College,Kilgore College,1100 Broadway,Kilgore,TX,756623299,4,"Public, 2-year",2397.0,3269.0,5666.0,3,0,0,0,"1100 Broadway Kilgore, TX","[32.377477, -94.8727261]",32.377477,-94.8727261
6808,Lamar University,LAMAR UNIVERSITY,4400 MLK,BEAUMONT,TX,77710,1,"Public, 4-year or above",5939.0,9026.0,14965.0,3,0,2,5,"4400 MLK BEAUMONT, TX","[30.0440162, -94.07066329999999]",30.0440162,-94.0706633
6812,Laredo Community College,Fort McIntosh Campus,West  End Washington St.,Laredo,TX,780404395,4,"Public, 2-year",3906.0,4843.0,8749.0,0,0,0,3,"West  End Washington St. Laredo, TX","[27.508738, -99.5189102]",27.508738,-99.5189102
6814,Texas A & M International University,Main Campus,5201 University Boulevard,Laredo,TX,780411900,1,"Public, 4-year or above",2922.0,4270.0,7192.0,6,0,0,0,"5201 University Boulevard Laredo, TX","[27.5734867, -99.43505309999999]",27.5734867,-99.4350531
6816,LeTourneau University,Main Campus,2100 S MOBBERLY AVE,LONGVIEW,TX,756077001,2,"Private nonprofit, 4-year or above",1297.0,1498.0,2795.0,0,0,0,1,"2100 S MOBBERLY AVE LONGVIEW, TX","[32.4669719, -94.7270808]",32.4669719,-94.7270808
6821,Lubbock Christian University,Main Campus,5601 19TH ST,LUBBOCK,TX,794072099,2,"Private nonprofit, 4-year or above",705.0,1253.0,1958.0,1,0,0,0,"5601 19TH ST LUBBOCK, TX","[33.5771934, -101.9346732]",33.5771934,-101.9346732
6823,University of Mary Hardin-Baylor,Main Campus,900 COLLEGE ST,BELTON,TX,765132599,2,"Private nonprofit, 4-year or above",1536.0,2362.0,3898.0,1,0,0,0,"900 COLLEGE ST BELTON, TX","[31.0653813, -97.46319020000001]",31.0653813,-97.4631902
6824,McLennan Community College,Main Campus,1400 COLLEGE DR,WACO,TX,76708,4,"Public, 2-year",2878.0,5427.0,8305.0,0,0,0,1,"1400 COLLEGE DR WACO, TX","[31.5898477, -97.1730913]",31.5898477,-97.1730913
6830,Midland College,Main Campus,3600 N GARFIELD,MIDLAND,TX,797056397,1,"Public, 4-year or above",2358.0,3072.0,5430.0,2,0,0,0,"3600 N GARFIELD MIDLAND, TX","[32.0308436, -102.106315]",32.0308436,-102.106315
6834,Midwestern State University,Main Campus,3410 TAFT BLVD,WICHITA FALLS,TX,763082099,1,"Public, 4-year or above",2521.0,3522.0,6043.0,1,0,0,0,"3410 TAFT BLVD WICHITA FALLS, TX","[33.8769248, -98.5213837]",33.8769248,-98.5213837
6838,Mountain View College,MOUNTAIN VIEW COLLEGE,4849 W ILLINOIS,DALLAS,TX,752116599,4,"Public, 2-year",3797.0,4742.0,8539.0,0,0,0,1,"4849 W ILLINOIS DALLAS, TX","[32.7203964, -96.90170099999999]",32.7203964,-96.901701
6841,Navarro College,Main Campus,3200 W 7TH AVENUE,CORSICANA,TX,75110,4,"Public, 2-year",4011.0,5581.0,9592.0,0,1,0,1,"3200 W 7TH AVENUE CORSICANA, TX","[32.0756383, -96.4984401]",32.0756383,-96.4984401
6850,Lone Star College System,Lone Star College - Kingwood,20000 Kingwood Drive,Kingwood,TX,773393801,4,"Public, 2-year",29273.0,41451.0,70724.0,0,0,0,1,"20000 Kingwood Drive Kingwood, TX","[30.054999, -95.26148599999999]",30.054999,-95.261486
6852,Lone Star College System,Lone Star College - Cy-Fair,9191 Barker-Cypress Road,Cypress,TX,774331383,4,"Public, 2-year",29273.0,41451.0,70724.0,0,2,0,0,"9191 Barker-Cypress Road Cypress, TX","[29.91053639999999, -95.6924969]",29.9105364,-95.6924969
6856,Lone Star College System,Lone Star College - Cypress Center,19710 Clay Road,Katy,TX,77449,4,"Public, 2-year",29273.0,41451.0,70724.0,0,0,1,0,"19710 Clay Road Katy, TX","[29.8322942, -95.715239]",29.8322942,-95.715239
6870,University of North Texas,Main Campus,Chestnut Ave.,DENTON,TX,762031277,1,"Public, 4-year or above",17534.0,19765.0,37299.0,7,6,0,1,"Chestnut Ave. DENTON, TX","[33.2115732, -97.1520208]",33.2115732,-97.1520208
6879,Our Lady of the Lake University,Main Campus OUR LADY OF THE LAKE UNIVERSITY,411 SW 24TH ST,SAN ANTONIO,TX,782074689,2,"Private nonprofit, 4-year or above",856.0,2478.0,3334.0,1,0,1,0,"411 SW 24TH ST SAN ANTONIO, TX","[29.4256219, -98.542512]",29.4256219,-98.542512
6887,Paris Junior College,Main Campus,2400 CLARKSVILLE ST,PARIS,TX,754606298,4,"Public, 2-year",2021.0,2978.0,4999.0,1,0,0,0,"2400 CLARKSVILLE ST PARIS, TX","[33.6584904, -95.543198]",33.6584904,-95.543198
6888,Paul Quinn College,Paul Quinn College,3837 Simpson Stuart Road,Dallas,TX,75241,2,"Private nonprofit, 4-year or above",185.0,239.0,424.0,3,1,0,0,"3837 Simpson Stuart Road Dallas, TX","[32.6789702, -96.7558858]",32.6789702,-96.7558858
6889,Prairie View A & M University,Main Campus,Reda Bland Evans and Ann Preston St.,PRAIRIE VIEW,TX,77446,1,"Public, 4-year or above",3229.0,5086.0,8315.0,5,3,5,5,"Reda Bland Evans and Ann Preston St. PRAIRIE VIEW, TX","[30.09635549999999, -95.9920898]",30.0963555,-95.9920898
6894,Rice University,Main Campus,6100 S MAIN,HOUSTON,TX,77005,2,"Private nonprofit, 4-year or above",3859.0,2860.0,6719.0,5,1,3,0,"6100 S MAIN HOUSTON, TX","[29.7205594, -95.3962938]",29.7205594,-95.3962938
6896,Richland College,Main Campus,12800 ABRAMS RD,DALLAS,TX,752432199,4,"Public, 2-year",7779.0,8908.0,16687.0,0,0,1,0,"12800 ABRAMS RD DALLAS, TX","[32.9244835, -96.7317961]",32.9244835,-96.7317961
6899,Saint Edward's University,Main Campus,3001 S CONGRESS AVE,AUSTIN,TX,787046489,2,"Private nonprofit, 4-year or above",1784.0,2836.0,4620.0,8,1,1,0,"3001 S CONGRESS AVE AUSTIN, TX","[30.231722, -97.7579406]",30.231722,-97.7579406
6901,Saint Edward's University,St Edward’s in France,3 Place Andre Leroy,Angers,,49800 ,2,"Private nonprofit, 4-year or above",1784.0,2836.0,4620.0,0,0,1,0,"3 Place Andre Leroy Angers, ","[47.4630675, -0.5468166]",47.4630675,-0.5468166
6903,St Philip's College,Main Campus,1801 MARTIN LUTHER KING DR,SAN ANTONIO,TX,782032098,4,"Public, 2-year",4866.0,6332.0,11198.0,0,0,1,0,"1801 MARTIN LUTHER KING DR SAN ANTONIO, TX","[29.4140775, -98.4548066]",29.4140775,-98.4548066
6904,University of St Thomas,Main Campus,3800 MONTROSE BLVD,HOUSTON,TX,770064696,2,"Private nonprofit, 4-year or above",1215.0,2144.0,3359.0,0,1,0,0,"3800 MONTROSE BLVD HOUSTON, TX","[29.7371171, -95.39312179999999]",29.7371171,-95.3931218
6906,Sam Houston State University,Main Campus,1803 Ave I,HUNTSVILLE,TX,77340,1,"Public, 4-year or above",7641.0,12390.0,20031.0,9,0,0,0,"1803 Ave I HUNTSVILLE, TX","[30.7150603, -95.547209]",30.7150603,-95.547209
6912,Schreiner University,Main Campus,2100 MEMORIAL BLVD,KERRVILLE,TX,780285697,2,"Private nonprofit, 4-year or above",514.0,716.0,1230.0,1,0,0,0,"2100 MEMORIAL BLVD KERRVILLE, TX","[30.0273221, -99.12930960000001]",30.0273221,-99.1293096
6914,St Mary's University,Main Campus,ONE CAMINO SANTA MARIA,SAN ANTONIO,TX,782288572,2,"Private nonprofit, 4-year or above",1724.0,1901.0,3625.0,2,0,0,1,"ONE CAMINO SANTA MARIA SAN ANTONIO, TX","[29.4530656, -98.56130879999999]",29.4530656,-98.5613088
6915,South Plains College,Main Campus,1401 S. COLLEGE AVE,LEVELLAND,TX,793366595,4,"Public, 2-year",4165.0,4961.0,9126.0,1,0,0,0,"1401 S. COLLEGE AVE LEVELLAND, TX","[33.57578549999999, -102.362843]",33.5757855,-102.362843
6923,Southern Methodist University,Main Campus,6425 BOAZ ST,DALLAS,TX,752750221,2,"Private nonprofit, 4-year or above",6033.0,5610.0,11643.0,3,0,0,2,"6425 BOAZ ST DALLAS, TX","[32.8449511, -96.78593339999999]",32.8449511,-96.7859334
6932,Southwestern Assemblies of God University,SAGU,1200 SYCAMORE,WAXAHACHIE,TX,75165,2,"Private nonprofit, 4-year or above",951.0,1023.0,1974.0,0,0,0,1,"1200 SYCAMORE WAXAHACHIE, TX","[32.4043806, -96.852237]",32.4043806,-96.852237
6933,Southwestern University,Main Campus,1001 UNIVERSITY AVE,GEORGETOWN,TX,78626,2,"Private nonprofit, 4-year or above",654.0,861.0,1515.0,0,3,0,0,"1001 UNIVERSITY AVE GEORGETOWN, TX","[30.6338906, -97.66748539999999]",30.6338906,-97.6674854
6934,Stephen F Austin State University,Main Campus,1936 North St.,Nacogdoches,TX,75962,1,"Public, 4-year or above",4543.0,8063.0,12606.0,3,0,0,0,"1936 North St. Nacogdoches, TX","[31.6204701, -94.6524932]",31.6204701,-94.6524932
6935,Texas State University,Main Campus,601 UNIVERSITY DR,SAN MARCOS,TX,786664684,1,"Public, 4-year or above",16119.0,21860.0,37979.0,0,2,4,1,"601 UNIVERSITY DR SAN MARCOS, TX","[29.8899275, -97.93630189999999]",29.8899275,-97.9363019
6944,Tarleton State University,Main Campus,1333 W. Washington,STEPHENVILLE,TX,764020000,1,"Public, 4-year or above",4787.0,7543.0,12330.0,4,0,0,0,"1333 W. Washington STEPHENVILLE, TX","[32.21501, -98.2147778]",32.21501,-98.2147778
6947,Tarrant County College District,South Campus,5301 Campus Drive,Fort Worth,TX,761195998,4,"Public, 2-year",21741.0,29947.0,51688.0,1,1,0,0,"5301 Campus Drive Fort Worth, TX","[32.6664573, -97.28858919999999]",32.6664573,-97.2885892
6948,Tarrant County College District,Northeast Campus,828 W. Harwood Road,Hurst,TX,760543299,4,"Public, 2-year",21741.0,29947.0,51688.0,0,1,0,1,"828 W. Harwood Road Hurst, TX","[32.8460325, -97.19229659999999]",32.8460325,-97.1922966
6950,Tarrant County College District,Southeast Campus,2100 Southeast Parkway,Arlington,TX,760182907,4,"Public, 2-year",21741.0,29947.0,51688.0,0,1,0,0,"2100 Southeast Parkway Arlington, TX","[32.6391858, -97.07219769999999]",32.6391858,-97.0721977
6952,Tarrant County College District,Trinity River Campus,300 Trinity Campus Circle,Fort Worth,TX,761021901,4,"Public, 2-year",21741.0,29947.0,51688.0,1,1,1,0,"300 Trinity Campus Circle Fort Worth, TX","[32.7569964, -97.33802449999999]",32.7569964,-97.3380245
6954,Temple College,Temple College Campus,2600 S 1ST ST,TEMPLE,TX,765047435,4,"Public, 2-year",1972.0,3744.0,5716.0,0,0,1,1,"2600 S 1ST ST TEMPLE, TX","[31.072684, -97.3522031]",31.072684,-97.3522031
6955,University of Texas Southwestern Medical Center,Main Campus,5323 HARRY HINES BLVD,DALLAS,TX,753909029,1,"Public, 4-year or above",1151.0,1144.0,2295.0,1,1,1,8,"5323 HARRY HINES BLVD DALLAS, TX","[32.8121415, -96.8401997]",32.8121415,-96.8401997
6956,The University of Texas Health Science Center at San Antonio,Long Campus,7703 FLOYD CURL DR,SAN ANTONIO,TX,782293900,1,"Public, 4-year or above",1221.0,1909.0,3130.0,0,1,1,0,"7703 FLOYD CURL DR SAN ANTONIO, TX","[29.5069796, -98.5761644]",29.5069796,-98.5761644
6957,The University of Texas Health Science Center at San Antonio,Greehey Campus,8403 Floyd Curl Dr,San Antonio,TX,78229,1,"Public, 4-year or above",1221.0,1909.0,3130.0,0,1,0,0,"8403 Floyd Curl Dr San Antonio, TX","[29.513381, -98.584801]",29.513381,-98.584801
6960,The University of Texas Medical Branch,Main Campus,301 UNIVERSITY BLVD,GALVESTON,TX,775550129,1,"Public, 4-year or above",1015.0,2154.0,3169.0,0,1,0,1,"301 UNIVERSITY BLVD GALVESTON, TX","[29.3113141, -94.7771267]",29.3113141,-94.7771267
6961,Texarkana College,Main Campus,2500 N ROBISON RD,TEXARKANA,TX,75599,4,"Public, 2-year",1567.0,2598.0,4165.0,0,0,1,0,"2500 N ROBISON RD TEXARKANA, TX","[33.4433691, -94.07937]",33.4433691,-94.07937
6966,Texas A & M University-College Station,Texas A&M University,Main Campus,COLLEGE STATION,TX,77843,1,"Public, 4-year or above",33371.0,30442.0,63813.0,13,6,1,2,"Main Campus COLLEGE STATION, TX","[30.618531, -96.33649899999999]",30.618531,-96.336499
6974,Texas A & M University-College Station,Irma Lerma Rangel College of Pharmacy - Kingsville,700 University Boulevard,Kingsville,TX,78363,1,"Public, 4-year or above",33371.0,30442.0,63813.0,3,3,0,1,"700 University Boulevard Kingsville, TX","[27.5260545, -97.87900549999999]",27.5260545,-97.8790055
6978,The University of Texas at Arlington,Main Campus,701 S NEDDERMAN DR,ARLINGTON,TX,76019,1,"Public, 4-year or above",17030.0,24958.0,41988.0,1,0,2,3,"701 S NEDDERMAN DR ARLINGTON, TX","[32.7292117, -97.11519709999999]",32.7292117,-97.1151971
6981,The University of Texas at Austin,The University of Texas at Austin,Main Building Suite 400,AUSTIN,TX,78712,1,"Public, 4-year or above",24919.0,26031.0,50950.0,10,3,3,2,"Main Building Suite 400 AUSTIN, TX","[30.2861062, -97.7393634]",30.2861062,-97.7393634
6982,The University of Texas at Dallas,Main Campus,800 W. Campbell Rd AD22,RICHARDSON,TX,75080,1,"Public, 4-year or above",13927.0,10627.0,24554.0,2,1,0,2,"800 W. Campbell Rd AD22 RICHARDSON, TX","[32.9857619, -96.7500993]",32.9857619,-96.7500993
6983,The University of Texas at El Paso,Main Campus,500 W UNIVERSITY AVE,EL PASO,TX,799680691,1,"Public, 4-year or above",10771.0,12626.0,23397.0,1,1,0,10,"500 W UNIVERSITY AVE EL PASO, TX","[31.7708544, -106.5046216]",31.7708544,-106.5046216
6986,The University of Texas at Tyler,Main Campus,3900 UNIVERSITY BLVD,TYLER,TX,757990001,1,"Public, 4-year or above",3596.0,5189.0,8785.0,3,0,0,0,"3900 UNIVERSITY BLVD TYLER, TX","[32.3157449, -95.25423119999999]",32.3157449,-95.2542312
6990,Texas Christian University,Main Campus,2800 S UNIVERSITY DR,FORT WORTH,TX,76129,2,"Private nonprofit, 4-year or above",4161.0,6162.0,10323.0,12,0,1,2,"2800 S UNIVERSITY DR FORT WORTH, TX","[32.7092309, -97.3592719]",32.7092309,-97.3592719
6993,Texas Lutheran University,Main Campus,1000 W. COURT ST,SEGUIN,TX,781555999,2,"Private nonprofit, 4-year or above",669.0,704.0,1373.0,1,0,0,3,"1000 W. COURT ST SEGUIN, TX","[29.5732313, -97.98263019999999]",29.5732313,-97.9826302
