,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE15,FONDL15,ROBBE15,AGG_A15,geo_address,lat_lng,lat,long
1843,Aurora University,Main Campus,347 S GLADSTONE AVE,AURORA,IL,605064892,2,"Private nonprofit, 4-year or above",1717.0,3706.0,5423.0,1,1,2,3,"347 S GLADSTONE AVE AURORA, IL","[41.7549208, -88.3476948]",41.7549208,-88.3476948
1848,Southwestern Illinois College,Belleville Campus,2500 Carlyle Ave,Belleville,IL,622215899,4,"Public, 2-year",4420.0,5523.0,9943.0,1,0,0,0,"2500 Carlyle Ave Belleville, IL","[38.5178935, -89.9226223]",38.5178935,-89.9226223
1854,Black Hawk College,Moline Campus,6600 34TH AVE,MOLINE,IL,612655899,4,"Public, 2-year",2174.0,3097.0,5271.0,0,0,0,1,"6600 34TH AVE MOLINE, IL","[41.4774774, -90.4482304]",41.4774774,-90.4482304
1857,Blackburn College,Blackburn College,700 COLLEGE AVE,CARLINVILLE,IL,62626,2,"Private nonprofit, 4-year or above",268.0,317.0,585.0,4,0,0,0,"700 COLLEGE AVE CARLINVILLE, IL","[39.2886353, -89.87298990000001]",39.2886353,-89.8729899
1860,Bradley University,Main Campus,1501 W BRADLEY AVE,PEORIA,IL,61625,2,"Private nonprofit, 4-year or above",2646.0,2692.0,5338.0,2,1,0,3,"1501 W BRADLEY AVE PEORIA, IL","[40.69774719999999, -89.61528779999999]",40.6977472,-89.6152878
1879,University of Chicago,Main Campus,5801 S ELLIS AVE,CHICAGO,IL,60637,2,"Private nonprofit, 4-year or above",8810.0,6581.0,15391.0,6,5,0,0,"5801 S ELLIS AVE CHICAGO, IL","[41.7895762, -87.60093239999999]",41.7895762,-87.6009324
1887,City Colleges of Chicago-Kennedy-King College,Kennedy King College,6301 S. Halsted St.,CHICAGO,IL,60621,4,"Public, 2-year",1519.0,2470.0,3989.0,0,0,1,1,"6301 S. Halsted St. CHICAGO, IL","[41.7782973, -87.64390039999999]",41.7782973,-87.6439004
1888,City Colleges of Chicago-Kennedy-King College,Dawson Technical Institute,3901 S State St,Chicago,IL,60609,4,"Public, 2-year",1519.0,2470.0,3989.0,0,0,1,0,"3901 S State St Chicago, IL","[41.8227741, -87.6259986]",41.8227741,-87.6259986
1891,City Colleges of Chicago-Olive-Harvey College,Olive-Harvey College,10001 S. Woodlawn Ave.,Chicago,IL,606281696,4,"Public, 2-year",1355.0,2110.0,3465.0,0,1,0,1,"10001 S. Woodlawn Ave. Chicago, IL","[41.7105365, -87.59211599999999]",41.7105365,-87.592116
1893,City Colleges of Chicago-Harry S Truman College,Main Campus,1145 W WILSON AVE,CHICAGO,IL,606405691,4,"Public, 2-year",3849.0,5618.0,9467.0,0,0,0,1,"1145 W WILSON AVE CHICAGO, IL","[41.96452439999999, -87.6589929]",41.9645244,-87.6589929
1900,Columbia College-Chicago,Columbia College Chicago,600 SOUTH MICHIGAN,CHICAGO,IL,606051996,2,"Private nonprofit, 4-year or above",3752.0,5209.0,8961.0,3,3,2,1,"600 SOUTH MICHIGAN CHICAGO, IL","[41.8742305, -87.6247906]",41.8742305,-87.6247906
1902,Concordia University-Chicago,Main Campus,7400 AUGUSTA,RIVER FOREST,IL,603051499,2,"Private nonprofit, 4-year or above",1739.0,3500.0,5239.0,3,1,0,0,"7400 AUGUSTA RIVER FOREST, IL","[41.8997104, -87.8095357]",41.8997104,-87.8095357
1909,DePaul University,Main Campus - Lincoln Park Campus,2345 N. Sheffield,CHICAGO,IL,60614,2,"Private nonprofit, 4-year or above",11122.0,12417.0,23539.0,9,5,0,2,"2345 N. Sheffield CHICAGO, IL","[41.9250824, -87.6533451]",41.9250824,-87.6533451
1910,DePaul University,Loop Campus,1 E. Jackson,Chicago,IL,606042287,2,"Private nonprofit, 4-year or above",11122.0,12417.0,23539.0,2,0,0,2,"1 E. Jackson Chicago, IL","[41.877512, -87.62722699999999]",41.877512,-87.627227
1916,College of DuPage,Main Campus,425 Fawell Blvd.,Glen Ellyn,IL,601376599,4,"Public, 2-year",13420.0,15258.0,28678.0,0,1,0,0,"425 Fawell Blvd. Glen Ellyn, IL","[41.8436655, -88.0687755]",41.8436655,-88.0687755
1922,Eastern Illinois University,Main Campus,600 LINCOLN AVE,CHARLESTON,IL,61920,1,"Public, 4-year or above",3407.0,5113.0,8520.0,7,0,5,7,"600 LINCOLN AVE CHARLESTON, IL","[39.4836164, -88.1751377]",39.4836164,-88.1751377
1923,Elgin Community College,Spartan Drive Campus,1700 SPARTAN DR,ELGIN,IL,601237193,4,"Public, 2-year",4799.0,5537.0,10336.0,0,0,0,1,"1700 SPARTAN DR ELGIN, IL","[42.0177348, -88.3230038]",42.0177348,-88.3230038
1924,Elmhurst College,Main Campus,190 Prospect Avenue,Elmhurst,IL,601263096,2,"Private nonprofit, 4-year or above",1299.0,1999.0,3298.0,1,2,0,0,"190 Prospect Avenue Elmhurst, IL","[41.896216, -87.9461793]",41.896216,-87.9461793
1930,Governors State University,Main Campus,1 UNIVERSITY PKY,UNIVERSITY PARK,IL,60484,1,"Public, 4-year or above",1986.0,3952.0,5938.0,1,0,0,0,"1 UNIVERSITY PKY UNIVERSITY PARK, IL","[41.4493472, -87.7135595]",41.4493472,-87.7135595
1940,University of Illinois at Chicago,University of Illinois at Chicago – Chicago Campus East,"601 S. Morgan St., Suite 2801, M/C102",Chicago,IL,60607,1,"Public, 4-year or above",13694.0,15354.0,29048.0,5,1,1,2,"601 S. Morgan St., Suite 2801, M/C102 Chicago, IL","[41.8737709, -87.6509925]",41.8737709,-87.6509925
1943,University of Illinois at Chicago,University of Illinois at Chicago – Chicago Campus West,"601 S. Morgan St., Suite 2801, M/C102",Chicago,IL,60612,1,"Public, 4-year or above",13694.0,15354.0,29048.0,0,3,0,1,"601 S. Morgan St., Suite 2801, M/C102 Chicago, IL","[41.8737709, -87.6509925]",41.8737709,-87.6509925
1945,University of Illinois at Chicago,UIC Urbana-Champaign Regional Campus,901 West Illinois Street,Urbana,IL,61801,1,"Public, 4-year or above",13694.0,15354.0,29048.0,0,0,0,2,"901 West Illinois Street Urbana, IL","[40.1083217, -88.2206712]",40.1083217,-88.2206712
1946,Benedictine University,Main Campus,5700 COLLEGE RD,LISLE,IL,605320900,2,"Private nonprofit, 4-year or above",2212.0,3742.0,5954.0,1,0,0,0,"5700 COLLEGE RD LISLE, IL","[41.77886280000001, -88.09489789999999]",41.7788628,-88.0948979
1952,University of Illinois at Urbana-Champaign,Main Campus,601 E John Street,Champaign,IL,61820,1,"Public, 4-year or above",25209.0,20633.0,45842.0,8,0,3,4,"601 E John Street Champaign, IL","[40.1088318, -88.23003729999999]",40.1088318,-88.2300373
1954,Illinois Wesleyan University,Main Campus,1312 N PARK ST,BLOOMINGTON,IL,617022900,2,"Private nonprofit, 4-year or above",815.0,1027.0,1842.0,8,0,0,0,"1312 N PARK ST BLOOMINGTON, IL","[40.4911735, -88.9910657]",40.4911735,-88.9910657
1961,Illinois Institute of Technology,Main Campus,10 West 35th Street,CHICAGO,IL,60616,2,"Private nonprofit, 4-year or above",5127.0,2665.0,7792.0,3,0,1,0,"10 West 35th Street CHICAGO, IL","[41.8313959, -87.6272312]",41.8313959,-87.6272312
1974,Joliet Junior College,Main Campus,1215 HOUBOLT RD,JOLIET,IL,60431,4,"Public, 2-year",6790.0,8154.0,14944.0,0,0,0,2,"1215 HOUBOLT RD JOLIET, IL","[41.5007756, -88.1799424]",41.5007756,-88.1799424
1976,Joliet Junior College,City Center Campus,214 N. OTTOWA STREET JOLIET IL. 60432,JOLIET,IL,60433,4,"Public, 2-year",6790.0,8154.0,14944.0,0,0,0,1,"214 N. OTTOWA STREET JOLIET IL. 60432 JOLIET, IL","[41.528612, -88.082886]",41.528612,-88.082886
1980,Judson University,Elgin Campus,1151 N STATE ST,ELGIN,IL,601231498,2,"Private nonprofit, 4-year or above",517.0,757.0,1274.0,0,1,0,0,"1151 N STATE ST ELGIN, IL","[42.0620182, -88.29250239999999]",42.0620182,-88.2925024
1986,Knox College,Knox College,2 E SOUTH ST,GALESBURG,IL,614019999,2,"Private nonprofit, 4-year or above",571.0,826.0,1397.0,6,2,0,0,"2 E SOUTH ST GALESBURG, IL","[40.9434729, -90.3701785]",40.9434729,-90.3701785
1988,College of Lake County,Grayslake Campus,19351 W WASHINGTON ST.,GRAYSLAKE,IL,600301198,4,"Public, 2-year",6837.0,8127.0,14964.0,0,0,1,0,"19351 W WASHINGTON ST. GRAYSLAKE, IL","[42.3540735, -88.012306]",42.3540735,-88.012306
1991,Lake Forest College,Main Campus,555 N SHERIDAN ROAD,LAKE FOREST,IL,600452399,2,"Private nonprofit, 4-year or above",698.0,902.0,1600.0,5,1,0,0,"555 N SHERIDAN ROAD LAKE FOREST, IL","[42.250595, -87.8277062]",42.250595,-87.8277062
1998,Lewis University,Main Campus,ONE UNIVERSITY PARKWAY,ROMEOVILLE,IL,604462200,2,"Private nonprofit, 4-year or above",2731.0,3948.0,6679.0,4,0,0,1,"ONE UNIVERSITY PARKWAY ROMEOVILLE, IL","[41.6047245, -88.08133339999999]",41.6047245,-88.0813334
2005,Lincoln Christian University,Main Campus,100 Campus View Drive,LINCOLN,IL,626562111,2,"Private nonprofit, 4-year or above",498.0,380.0,878.0,0,1,0,1,"100 Campus View Drive LINCOLN, IL","[40.1493862, -89.3448899]",40.1493862,-89.3448899
2010,Lincoln Land Community College,Main Campus,5250 SHEPHERD RD,SPRINGFIELD,IL,627949256,4,"Public, 2-year",2671.0,3776.0,6447.0,0,1,0,0,"5250 SHEPHERD RD SPRINGFIELD, IL","[39.7229875, -89.61507549999999]",39.7229875,-89.6150755
2019,Loyola University Chicago,Lake Shore Campus,1032 W. Sheridan Rd.,CHICAGO,IL,60626,2,"Private nonprofit, 4-year or above",5825.0,10612.0,16437.0,1,4,1,0,"1032 W. Sheridan Rd. CHICAGO, IL","[41.99864789999999, -87.6578433]",41.9986479,-87.6578433
2020,Loyola University Chicago,Water Tower Campus,820 N. Michigan Avenue,Chicago,IL,606119810,2,"Private nonprofit, 4-year or above",5825.0,10612.0,16437.0,0,1,0,0,"820 N. Michigan Avenue Chicago, IL","[41.8973263, -87.62515049999999]",41.8973263,-87.6251505
2022,Loyola University Chicago,Rome Center,"Via Massimi 114/A. Rome, Italy 00136",Rome,,00136,2,"Private nonprofit, 4-year or above",5825.0,10612.0,16437.0,1,0,0,0,"Via Massimi 114/A. Rome, Italy 00136 Rome, ","[41.9295031, 12.4375255]",41.9295031,12.4375255
2025,Lutheran School of Theology at Chicago,Main Campus,1100 E 55TH ST,CHICAGO,IL,606155112,2,"Private nonprofit, 4-year or above",119.0,95.0,214.0,0,0,1,0,"1100 E 55TH ST CHICAGO, IL","[41.7958359, -87.5988812]",41.7958359,-87.5988812
2033,McKendree University,Main Campus,701 COLLEGE RD,LEBANON,IL,622541299,2,"Private nonprofit, 4-year or above",1286.0,1715.0,3001.0,2,0,0,0,"701 COLLEGE RD LEBANON, IL","[38.60767209999999, -89.81570169999999]",38.6076721,-89.8157017
2037,Millikin University,Main Campus,1184 W MAIN ST,DECATUR,IL,625222084,2,"Private nonprofit, 4-year or above",904.0,1248.0,2152.0,2,0,0,0,"1184 W MAIN ST DECATUR, IL","[39.8432192, -88.9752803]",39.8432192,-88.9752803
2038,Monmouth College,Main Campus,700 E BROADWAY,MONMOUTH,IL,614621998,2,"Private nonprofit, 4-year or above",567.0,630.0,1197.0,1,4,0,0,"700 E BROADWAY MONMOUTH, IL","[40.9137541, -90.6388503]",40.9137541,-90.6388503
2039,Moody Bible Institute,Chicago Campus,820 N LaSalle Blvd,Chicago,IL,606103284,2,"Private nonprofit, 4-year or above",2246.0,1676.0,3922.0,0,0,0,1,"820 N LaSalle Blvd Chicago, IL","[41.8973004, -87.633019]",41.8973004,-87.633019
2056,North Central College,Main Campus,30 N BRAINARD ST,NAPERVILLE,IL,60540,2,"Private nonprofit, 4-year or above",1375.0,1587.0,2962.0,2,3,0,1,"30 N BRAINARD ST NAPERVILLE, IL","[41.7757531, -88.1428133]",41.7757531,-88.1428133
2057,North Park University,Main Campus,3225 W . Foster Avenue,Chicago,IL,606254895,2,"Private nonprofit, 4-year or above",1110.0,2049.0,3159.0,1,0,0,2,"3225 W . Foster Avenue Chicago, IL","[41.9748277, -87.7104042]",41.9748277,-87.7104042
2059,Northern Illinois University,Main Campus,1425 West Lincoln Highway,DeKalb,IL,601152854,1,"Public, 4-year or above",10022.0,10108.0,20130.0,10,1,1,12,"1425 West Lincoln Highway DeKalb, IL","[41.9339755, -88.77985369999999]",41.9339755,-88.7798537
2065,Northwestern University,Main Campus,633 CLARK ST,EVANSTON,IL,602081320,2,"Private nonprofit, 4-year or above",11432.0,10223.0,21655.0,8,2,0,1,"633 CLARK ST EVANSTON, IL","[42.0506258, -87.679727]",42.0506258,-87.679727
2066,Northwestern University,Graduate,710 N. Lake Shore Drive,Chicago,IL,606113078,2,"Private nonprofit, 4-year or above",11432.0,10223.0,21655.0,1,0,0,0,"710 N. Lake Shore Drive Chicago, IL","[41.8953231, -87.6168928]",41.8953231,-87.6168928
2069,Northwestern University,"Education City, Qatar","Northwestern University in Qatar, P.O. Box 34102",Doha,,,2,"Private nonprofit, 4-year or above",11432.0,10223.0,21655.0,0,2,0,0,"Northwestern University in Qatar, P.O. Box 34102 Doha, ","[25.3183089, 51.4458203]",25.3183089,51.4458203
2074,Olivet Nazarene University,Olivet Nazarene University,One University Avenue,Bourbonnais,IL,609142271,2,"Private nonprofit, 4-year or above",1598.0,3294.0,4892.0,2,1,0,1,"One University Avenue Bourbonnais, IL","[41.1551311, -87.874156]",41.1551311,-87.874156
2077,Parkland College,Main Campus,2400 W BRADLEY AVE,CHAMPAIGN,IL,618211899,4,"Public, 2-year",3872.0,4275.0,8147.0,0,1,0,1,"2400 W BRADLEY AVE CHAMPAIGN, IL","[40.1319042, -88.29028319999999]",40.1319042,-88.2902832
2088,Robert Morris University Illinois,ROBERT MORRIS UNIVERSITY ILLINOIS - MAIN CAMPUS,401 S STATE STREET,CHICAGO,IL,60605,2,"Private nonprofit, 4-year or above",1498.0,1558.0,3056.0,0,0,1,0,"401 S STATE STREET CHICAGO, IL","[41.8763085, -87.62718579999999]",41.8763085,-87.6271858
2107,Rockford University,Main Campus,5050 E STATE ST,ROCKFORD,IL,611082393,2,"Private nonprofit, 4-year or above",531.0,743.0,1274.0,4,0,0,3,"5050 E STATE ST ROCKFORD, IL","[42.2688957, -89.0187474]",42.2688957,-89.0187474
2108,Roosevelt University,Chicago Campus,430 S MICHIGAN AVE,CHICAGO,IL,606051394,2,"Private nonprofit, 4-year or above",1827.0,3525.0,5352.0,2,1,0,2,"430 S MICHIGAN AVE CHICAGO, IL","[41.87599580000001, -87.62485509999999]",41.8759958,-87.6248551
2110,Dominican University,Main Campus,7900 W Division St.,River Forest,IL,60305,2,"Private nonprofit, 4-year or above",1081.0,2615.0,3696.0,0,0,0,1,"7900 W Division St. River Forest, IL","[41.90268260000001, -87.82211989999999]",41.9026826,-87.8221199
2112,Rush University,Main Campus,600 S. Paulina Ave,CHICAGO,IL,606123833,2,"Private nonprofit, 4-year or above",631.0,1884.0,2515.0,0,0,1,11,"600 S. Paulina Ave CHICAGO, IL","[41.8736016, -87.66953149999999]",41.8736016,-87.6695315
2116,Saint Xavier University,Chicago Campus,3700 W 103rd Street,Chicago,IL,606553110,2,"Private nonprofit, 4-year or above",1253.0,2696.0,3949.0,1,0,0,0,"3700 W 103rd Street Chicago, IL","[41.7069171, -87.7161339]",41.7069171,-87.7161339
2118,University of Illinois at Springfield,University of Illinois at Springfield,One University Plaza,Springfield,IL,627949243,1,"Public, 4-year or above",2803.0,2599.0,5402.0,1,0,0,3,"One University Plaza Springfield, IL","[39.7290207, -89.61765400000002]",39.7290207,-89.617654
2122,Shimer College,Chicago,3424 S. State Street,Chicago,IL,606163893,2,"Private nonprofit, 4-year or above",36.0,43.0,79.0,2,1,1,0,"3424 S. State Street Chicago, IL","[41.8325159, -87.62712959999999]",41.8325159,-87.6271296
2136,Saint Anthony College of Nursing,Main Campus,5658 E STATE ST,ROCKFORD,IL,611082468,2,"Private nonprofit, 4-year or above",32.0,290.0,322.0,0,0,0,1,"5658 E STATE ST ROCKFORD, IL","[42.2658472, -89.0070062]",42.2658472,-89.0070062
2138,Southern Illinois University-Carbondale,Southern Illinois University Carbondale,Anthony Hall Room 116,Carbondale,IL,629014512,1,"Public, 4-year or above",9214.0,8078.0,17292.0,13,7,0,4,"Anthony Hall Room 116 Carbondale, IL","[37.7152379, -89.2167419]",37.7152379,-89.2167419
2140,Southern Illinois University-Edwardsville,Edwardsville Campus,IL State Rte 157,EDWARDSVILLE,IL,620261001,1,"Public, 4-year or above",6500.0,7765.0,14265.0,4,5,1,8,"IL State Rte 157 EDWARDSVILLE, IL","[38.8117442, -89.953223]",38.8117442,-89.953223
2142,Southern Illinois University-Edwardsville,SIUE School of Nursing Program at Carbondale,600 Agricultural Drive,Carbondale,IL,62901,1,"Public, 4-year or above",6500.0,7765.0,14265.0,3,2,0,1,"600 Agricultural Drive Carbondale, IL","[37.715312, -89.2216839]",37.715312,-89.2216839
2145,South Suburban College,Main Campus,15800 S STATE ST,SOUTH HOLLAND,IL,604731200,4,"Public, 2-year",1348.0,2857.0,4205.0,0,2,0,1,"15800 S STATE ST SOUTH HOLLAND, IL","[41.6390042, -87.6220499]",41.6390042,-87.6220499
2151,Trinity International University-Illinois,Deerfield Campus,2065 HALF DAY RD,DEERFIELD,IL,600151283,2,"Private nonprofit, 4-year or above",1403.0,834.0,2237.0,4,0,0,0,"2065 HALF DAY RD DEERFIELD, IL","[42.1978322, -87.8793936]",42.1978322,-87.8793936
2153,Triton College,Main Campus,2000 5th Ave.,River Grove,IL,60171,4,"Public, 2-year",5195.0,6489.0,11684.0,0,0,0,1,"2000 5th Ave. River Grove, IL","[41.9150378, -87.83885889999999]",41.9150378,-87.8388589
2158,Western Illinois University,Macomb Campus,1 UNIVERSITY CIRCLE,MACOMB,IL,61455,1,"Public, 4-year or above",5338.0,5756.0,11094.0,6,2,0,4,"1 UNIVERSITY CIRCLE MACOMB, IL","[40.4625675, -90.6817433]",40.4625675,-90.6817433
2160,Wheaton College,Main Campus,501 E COLLEGE AVE,WHEATON,IL,601875593,2,"Private nonprofit, 4-year or above",1362.0,1567.0,2929.0,2,2,0,0,"501 E COLLEGE AVE WHEATON, IL","[41.868737, -88.09960579999999]",41.868737,-88.0996058
2165,Anderson University,Main Campus,1100 E 5TH ST,ANDERSON,IN,460123495,2,"Private nonprofit, 4-year or above",970.0,1355.0,2325.0,0,1,0,0,"1100 E 5TH ST ANDERSON, IN","[40.1108019, -85.66302879999999]",40.1108019,-85.6630288
2167,Ball State University,Main Campus,2000 UNIVERSITY AVE,MUNCIE,IN,47306,1,"Public, 4-year or above",8096.0,13100.0,21196.0,18,6,2,0,"2000 UNIVERSITY AVE MUNCIE, IN","[40.1999048, -85.4115988]",40.1999048,-85.4115988
2170,Butler University,Butler University,4600 SUNSET AVE,INDIANAPOLIS,IN,46208,2,"Private nonprofit, 4-year or above",1950.0,2847.0,4797.0,3,1,0,1,"4600 SUNSET AVE INDIANAPOLIS, IN","[39.8400607, -86.17203660000001]",39.8400607,-86.1720366
2176,DePauw University,Main Campus,313 S LOCUST ST,GREENCASTLE,IN,461351772,2,"Private nonprofit, 4-year or above",1038.0,1227.0,2265.0,7,2,0,1,"313 S LOCUST ST GREENCASTLE, IN","[39.6408895, -86.860248]",39.6408895,-86.860248
2179,Earlham College,Earlham College,801 National Road West,Richmond,IN,473744095,2,"Private nonprofit, 4-year or above",457.0,610.0,1067.0,3,0,0,0,"801 National Road West Richmond, IN","[39.8239393, -84.9130069]",39.8239393,-84.9130069
2182,Franklin College,Franklin College,101Branigin Blvd.,FRANKLIN,IN,461312598,2,"Private nonprofit, 4-year or above",516.0,571.0,1087.0,3,2,0,0,"101Branigin Blvd. FRANKLIN, IN","[39.4787892, -86.0459398]",39.4787892,-86.0459398
2187,Hanover College,Hanover College,517 Ball Drive,Hanover,IN,47243,2,"Private nonprofit, 4-year or above",467.0,666.0,1133.0,3,0,0,2,"517 Ball Drive Hanover, IN","[38.7189081, -85.46231519999999]",38.7189081,-85.4623152
2219,Indiana University-Purdue University-Fort Wayne,Main Campus,2101 E COLISEUM BLVD,FORT WAYNE,IN,468051499,1,"Public, 4-year or above",5703.0,7016.0,12719.0,1,1,1,1,"2101 E COLISEUM BLVD FORT WAYNE, IN","[41.1155795, -85.1118121]",41.1155795,-85.1118121
2220,Indiana University-Purdue University-Indianapolis,Main Campus,301 University Blvd.,INDIANAPOLIS,IN,462022896,1,"Public, 4-year or above",13223.0,16882.0,30105.0,3,3,3,7,"301 University Blvd. INDIANAPOLIS, IN","[39.772215, -86.17526459999999]",39.772215,-86.1752646
2222,Indiana University-Purdue University-Indianapolis,IUSM – Bloomington,1001 East 3rd Street,Bloomington,IN,47405,1,"Public, 4-year or above",13223.0,16882.0,30105.0,29,13,1,8,"1001 East 3rd Street Bloomington, IN","[39.164341, -86.521304]",39.164341,-86.521304
2223,Indiana University-Purdue University-Indianapolis,IUSM – Evansville,8600 University Blvd,Evansville,IN,47712,1,"Public, 4-year or above",13223.0,16882.0,30105.0,3,1,0,1,"8600 University Blvd Evansville, IN","[37.9614351, -87.6761982]",37.9614351,-87.6761982
2224,Indiana University-Purdue University-Indianapolis,IUSM – Ft. Wayne,2101 Coliseum Blvd. East,Fort Wayne,IN,46805,1,"Public, 4-year or above",13223.0,16882.0,30105.0,1,1,1,0,"2101 Coliseum Blvd. East Fort Wayne, IN","[41.1155795, -85.1118121]",41.1155795,-85.1118121
2225,Indiana University-Purdue University-Indianapolis,IUSM –  West Lafayette,715 Clinic Dr.,West Lafayette,IN,47907,1,"Public, 4-year or above",13223.0,16882.0,30105.0,13,6,1,4,"715 Clinic Dr. West Lafayette, IN","[40.4209278, -86.9167215]",40.4209278,-86.9167215
2226,Indiana University-Purdue University-Indianapolis,IUSM – Muncie,221 N. Celia Avenue,Muncie,IN,47306,1,"Public, 4-year or above",13223.0,16882.0,30105.0,18,6,2,0,"221 N. Celia Avenue Muncie, IN","[40.1952921, -85.41619539999999]",40.1952921,-85.4161954
2228,Indiana University-Purdue University-Indianapolis,IUSM – South Bend,1234 Notre Dame Avenue,South Bend,IN,46617,1,"Public, 4-year or above",13223.0,16882.0,30105.0,12,9,3,0,"1234 Notre Dame Avenue South Bend, IN","[41.6923763, -86.2372665]",41.6923763,-86.2372665
2229,Indiana University-Purdue University-Indianapolis,IUSM – Terre Haute,620 N. Chestnut Street,Terre Haute,IN,47809,1,"Public, 4-year or above",13223.0,16882.0,30105.0,7,5,2,7,"620 N. Chestnut Street Terre Haute, IN","[39.470521, -87.4080735]",39.470521,-87.4080735
2240,University of Indianapolis,UNIVERSITY OF INDIANAPOLIS,1400 E HANNA AVE,INDIANAPOLIS,IN,462273697,2,"Private nonprofit, 4-year or above",1826.0,3678.0,5504.0,0,0,0,1,"1400 E HANNA AVE INDIANAPOLIS, IN","[39.709623, -86.1364602]",39.709623,-86.1364602
