,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE16,FONDL16,ROBBE16,AGG_A16,geo_address,lat_lng,lat,long,Assault,Robbery,Fondling,Rape,AGG_A16_hover_text,ROBBE16_hover_text,FONDL16_hover_text,RAPE16_hover_text
131,Institute of American Indian and Alaska Native Culture,Main Campus,83 AVAN NU PO ROAD,SANTA FE,NM,875081300,1,"Public, 4-year or above",253,329,582,1,0,0,0,"83 AVAN NU PO ROAD, SANTA FE, NM","[35.585956, -106.011667]",35.585956,-106.011667,0,0,0,1.7,"Institute of American Indian and Alaska Native Culture<br>Santa Fe, NM<br>Crime Count: 0<br>Enrollment: 582<br>Rate per 1000 students: 0.0","Institute of American Indian and Alaska Native Culture<br>Santa Fe, NM<br>Crime Count: 0<br>Enrollment: 582<br>Rate per 1000 students: 0.0","Institute of American Indian and Alaska Native Culture<br>Santa Fe, NM<br>Crime Count: 0<br>Enrollment: 582<br>Rate per 1000 students: 0.0","Institute of American Indian and Alaska Native Culture<br>Santa Fe, NM<br>Crime Count: 1<br>Enrollment: 582<br>Rate per 1000 students: 1.7"
132,Cheryl Fells School of Business,Main Campus,2541 MILITARY RD,NIAGARA FALLS,NY,14304,9,"Private for-profit, less-than 2-year",16,17,33,0,0,1,0,"2541 MILITARY RD, NIAGARA FALLS, NY","[43.1065716, -78.98334109999999]",43.1065716,-78.9833411,0,30.3,0,0,"Cheryl Fells School of Business<br>Niagara Falls, NY<br>Crime Count: 0<br>Enrollment: 33<br>Rate per 1000 students: 0.0","Cheryl Fells School of Business<br>Niagara Falls, NY<br>Crime Count: 1<br>Enrollment: 33<br>Rate per 1000 students: 30.3","Cheryl Fells School of Business<br>Niagara Falls, NY<br>Crime Count: 0<br>Enrollment: 33<br>Rate per 1000 students: 0.0","Cheryl Fells School of Business<br>Niagara Falls, NY<br>Crime Count: 0<br>Enrollment: 33<br>Rate per 1000 students: 0.0"
133,CUNY Queens College,Queens College,65 30 Kissena Blvd,Flushing,NY,113670904,1,"Public, 4-year or above",8295,11337,19632,0,3,0,0,"65 30 Kissena Blvd, Flushing, NY","[40.7382423, -73.81947760000001]",40.7382423,-73.8194776,0,0,0.2,0,"CUNY Queens College<br>Flushing, NY<br>Crime Count: 0<br>Enrollment: 19632<br>Rate per 1000 students: 0.0","CUNY Queens College<br>Flushing, NY<br>Crime Count: 0<br>Enrollment: 19632<br>Rate per 1000 students: 0.0","CUNY Queens College<br>Flushing, NY<br>Crime Count: 3<br>Enrollment: 19632<br>Rate per 1000 students: 0.2","CUNY Queens College<br>Flushing, NY<br>Crime Count: 0<br>Enrollment: 19632<br>Rate per 1000 students: 0.0"
134,Genesee Community College,Genesee Community College,One College Road,BATAVIA,NY,14020,4,"Public, 2-year",2293,3842,6135,2,1,0,1,"One College Road, BATAVIA, NY","[43.016226, -78.137984]",43.016226,-78.137984,0.2,0,0.2,0.3,"Genesee Community College<br>Batavia, NY<br>Crime Count: 1<br>Enrollment: 6135<br>Rate per 1000 students: 0.2","Genesee Community College<br>Batavia, NY<br>Crime Count: 0<br>Enrollment: 6135<br>Rate per 1000 students: 0.0","Genesee Community College<br>Batavia, NY<br>Crime Count: 1<br>Enrollment: 6135<br>Rate per 1000 students: 0.2","Genesee Community College<br>Batavia, NY<br>Crime Count: 2<br>Enrollment: 6135<br>Rate per 1000 students: 0.3"
135,LIU Brooklyn,Main Campus,1 UNIVERSITY PLAZA,BROOKLYN,NY,112015372,2,"Private nonprofit, 4-year or above",2287,5322,7609,1,0,0,4,"1 UNIVERSITY PLAZA, BROOKLYN, NY","[40.6905175, -73.9808893]",40.6905175,-73.9808893,0.5,0,0,0.1,"LIU Brooklyn<br>Brooklyn, NY<br>Crime Count: 4<br>Enrollment: 7609<br>Rate per 1000 students: 0.5","LIU Brooklyn<br>Brooklyn, NY<br>Crime Count: 0<br>Enrollment: 7609<br>Rate per 1000 students: 0.0","LIU Brooklyn<br>Brooklyn, NY<br>Crime Count: 0<br>Enrollment: 7609<br>Rate per 1000 students: 0.0","LIU Brooklyn<br>Brooklyn, NY<br>Crime Count: 1<br>Enrollment: 7609<br>Rate per 1000 students: 0.1"
136,LIU Post,LIU Post,720 NORTHERN BLVD,BROOKVILLE,NY,115481300,2,"Private nonprofit, 4-year or above",3226,5408,8634,0,1,0,2,"720 NORTHERN BLVD, BROOKVILLE, NY","[40.8175907, -73.59652799999999]",40.8175907,-73.596528,0.2,0,0.1,0,"LIU Post<br>Brookville, NY<br>Crime Count: 2<br>Enrollment: 8634<br>Rate per 1000 students: 0.2","LIU Post<br>Brookville, NY<br>Crime Count: 0<br>Enrollment: 8634<br>Rate per 1000 students: 0.0","LIU Post<br>Brookville, NY<br>Crime Count: 1<br>Enrollment: 8634<br>Rate per 1000 students: 0.1","LIU Post<br>Brookville, NY<br>Crime Count: 0<br>Enrollment: 8634<br>Rate per 1000 students: 0.0"
137,Manhattanville College,Main Campus,2900 PURCHASE ST,PURCHASE,NY,10577,2,"Private nonprofit, 4-year or above",974,1860,2834,2,0,0,0,"2900 PURCHASE ST, PURCHASE, NY","[41.0319357, -73.7159001]",41.0319357,-73.7159001,0,0,0,0.7,"Manhattanville College<br>Purchase, NY<br>Crime Count: 0<br>Enrollment: 2834<br>Rate per 1000 students: 0.0","Manhattanville College<br>Purchase, NY<br>Crime Count: 0<br>Enrollment: 2834<br>Rate per 1000 students: 0.0","Manhattanville College<br>Purchase, NY<br>Crime Count: 0<br>Enrollment: 2834<br>Rate per 1000 students: 0.0","Manhattanville College<br>Purchase, NY<br>Crime Count: 2<br>Enrollment: 2834<br>Rate per 1000 students: 0.7"
139,St John's University-New York,STATEN ISLAND,300 HOWARD AVE.,STATEN ISLAND,NY,10301,2,"Private nonprofit, 4-year or above",8884,12192,21076,0,0,0,1,"300 HOWARD AVE., STATEN ISLAND, NY","[40.621295, -74.09066899999999]",40.621295,-74.090669,0,0,0,0,"St John's University-New York<br>Staten Island, NY<br>Crime Count: 1<br>Enrollment: 21076<br>Rate per 1000 students: 0.0","St John's University-New York<br>Staten Island, NY<br>Crime Count: 0<br>Enrollment: 21076<br>Rate per 1000 students: 0.0","St John's University-New York<br>Staten Island, NY<br>Crime Count: 0<br>Enrollment: 21076<br>Rate per 1000 students: 0.0","St John's University-New York<br>Staten Island, NY<br>Crime Count: 0<br>Enrollment: 21076<br>Rate per 1000 students: 0.0"
140,SUNY College of Technology at Canton,Main Campus,34 CORNELL DR,CANTON,NY,136171037,1,"Public, 4-year or above",1360,1845,3205,2,0,0,3,"34 CORNELL DR, CANTON, NY","[44.6033134, -75.18347550000001]",44.6033134,-75.1834755,0.9,0,0,0.6,"SUNY College of Technology at Canton<br>Canton, NY<br>Crime Count: 3<br>Enrollment: 3205<br>Rate per 1000 students: 0.9","SUNY College of Technology at Canton<br>Canton, NY<br>Crime Count: 0<br>Enrollment: 3205<br>Rate per 1000 students: 0.0","SUNY College of Technology at Canton<br>Canton, NY<br>Crime Count: 0<br>Enrollment: 3205<br>Rate per 1000 students: 0.0","SUNY College of Technology at Canton<br>Canton, NY<br>Crime Count: 2<br>Enrollment: 3205<br>Rate per 1000 students: 0.6"
141,SUNY Polytechnic Institute,Utica Campus,100 Seymour Road,UTICA,NY,13502,1,"Public, 4-year or above",1639,1058,2697,3,1,0,1,"100 Seymour Road, UTICA, NY","[43.136227, -75.2283071]",43.136227,-75.2283071,0.4,0,0.4,1.1,"SUNY Polytechnic Institute<br>Utica, NY<br>Crime Count: 1<br>Enrollment: 2697<br>Rate per 1000 students: 0.4","SUNY Polytechnic Institute<br>Utica, NY<br>Crime Count: 0<br>Enrollment: 2697<br>Rate per 1000 students: 0.0","SUNY Polytechnic Institute<br>Utica, NY<br>Crime Count: 1<br>Enrollment: 2697<br>Rate per 1000 students: 0.4","SUNY Polytechnic Institute<br>Utica, NY<br>Crime Count: 3<br>Enrollment: 2697<br>Rate per 1000 students: 1.1"
143,SUNY College at Plattsburgh,Main Campus,101 Broad Street,PLATTSBURGH,NY,12901,1,"Public, 4-year or above",2324,3196,5520,10,6,0,2,"101 Broad Street, PLATTSBURGH, NY","[44.6929401, -73.466732]",44.6929401,-73.466732,0.4,0,1.1,1.8,"SUNY College at Plattsburgh<br>Plattsburgh, NY<br>Crime Count: 2<br>Enrollment: 5520<br>Rate per 1000 students: 0.4","SUNY College at Plattsburgh<br>Plattsburgh, NY<br>Crime Count: 0<br>Enrollment: 5520<br>Rate per 1000 students: 0.0","SUNY College at Plattsburgh<br>Plattsburgh, NY<br>Crime Count: 6<br>Enrollment: 5520<br>Rate per 1000 students: 1.1","SUNY College at Plattsburgh<br>Plattsburgh, NY<br>Crime Count: 10<br>Enrollment: 5520<br>Rate per 1000 students: 1.8"
144,Tompkins Cortland Community College,Main Campus,170 NORTH ST,DRYDEN,NY,13053,4,"Public, 2-year",1236,1607,2843,0,0,1,2,"170 NORTH ST, DRYDEN, NY","[42.5026424, -76.2865588]",42.5026424,-76.2865588,0.7,0.4,0,0,"Tompkins Cortland Community College<br>Dryden, NY<br>Crime Count: 2<br>Enrollment: 2843<br>Rate per 1000 students: 0.7","Tompkins Cortland Community College<br>Dryden, NY<br>Crime Count: 1<br>Enrollment: 2843<br>Rate per 1000 students: 0.4","Tompkins Cortland Community College<br>Dryden, NY<br>Crime Count: 0<br>Enrollment: 2843<br>Rate per 1000 students: 0.0","Tompkins Cortland Community College<br>Dryden, NY<br>Crime Count: 0<br>Enrollment: 2843<br>Rate per 1000 students: 0.0"
146,Laurel University,Laurel University,1215 EASTCHESTER DRIVE,HIGH POINT,NC,272653115,2,"Private nonprofit, 4-year or above",69,81,150,0,1,0,0,"1215 EASTCHESTER DRIVE, HIGH POINT, NC","[35.9942826, -79.9984216]",35.9942826,-79.9984216,0,0,6.7,0,"Laurel University<br>High Point, NC<br>Crime Count: 0<br>Enrollment: 150<br>Rate per 1000 students: 0.0","Laurel University<br>High Point, NC<br>Crime Count: 0<br>Enrollment: 150<br>Rate per 1000 students: 0.0","Laurel University<br>High Point, NC<br>Crime Count: 1<br>Enrollment: 150<br>Rate per 1000 students: 6.7","Laurel University<br>High Point, NC<br>Crime Count: 0<br>Enrollment: 150<br>Rate per 1000 students: 0.0"
147,University of North Carolina at Chapel Hill,The University of North Carolina at Chapel Hill,"CB 9100, 103 South Building UNC-Chapel Hill",CHAPEL HILL,NC,275999100,1,"Public, 4-year or above",12641,16827,29468,21,5,7,3,"CB 9100, 103 South Building UNC-Chapel Hill, CHAPEL HILL, NC","[35.9132961, -79.050072]",35.9132961,-79.050072,0.1,0.2,0.2,0.7,"University of North Carolina at Chapel Hill<br>Chapel Hill, NC<br>Crime Count: 3<br>Enrollment: 29468<br>Rate per 1000 students: 0.1","University of North Carolina at Chapel Hill<br>Chapel Hill, NC<br>Crime Count: 7<br>Enrollment: 29468<br>Rate per 1000 students: 0.2","University of North Carolina at Chapel Hill<br>Chapel Hill, NC<br>Crime Count: 5<br>Enrollment: 29468<br>Rate per 1000 students: 0.2","University of North Carolina at Chapel Hill<br>Chapel Hill, NC<br>Crime Count: 21<br>Enrollment: 29468<br>Rate per 1000 students: 0.7"
148,Robeson Community College,Robeson Community College,5160 Fayetteville Rd,LUMBERTON,NC,28360,4,"Public, 2-year",563,1280,1843,1,0,0,1,"5160 Fayetteville Rd, LUMBERTON, NC","[34.677103, -79.006439]",34.677103,-79.006439,0.5,0,0,0.5,"Robeson Community College<br>Lumberton, NC<br>Crime Count: 1<br>Enrollment: 1843<br>Rate per 1000 students: 0.5","Robeson Community College<br>Lumberton, NC<br>Crime Count: 0<br>Enrollment: 1843<br>Rate per 1000 students: 0.0","Robeson Community College<br>Lumberton, NC<br>Crime Count: 0<br>Enrollment: 1843<br>Rate per 1000 students: 0.0","Robeson Community College<br>Lumberton, NC<br>Crime Count: 1<br>Enrollment: 1843<br>Rate per 1000 students: 0.5"
149,Vance-Granville Community College,Main Campus,"PO BOX 917, 200 Community College Rd./STATE RD 1126",HENDERSON,NC,27536,4,"Public, 2-year",1093,2107,3200,0,1,0,0,"PO BOX 917, 200 Community College Rd./STATE RD 1126, HENDERSON, NC","[36.324434, -78.48824599999999]",36.324434,-78.488246,0,0,0.3,0,"Vance-Granville Community College<br>Henderson, NC<br>Crime Count: 0<br>Enrollment: 3200<br>Rate per 1000 students: 0.0","Vance-Granville Community College<br>Henderson, NC<br>Crime Count: 0<br>Enrollment: 3200<br>Rate per 1000 students: 0.0","Vance-Granville Community College<br>Henderson, NC<br>Crime Count: 1<br>Enrollment: 3200<br>Rate per 1000 students: 0.3","Vance-Granville Community College<br>Henderson, NC<br>Crime Count: 0<br>Enrollment: 3200<br>Rate per 1000 students: 0.0"
152,Defiance College,Main Campus,701 N CLINTON,DEFIANCE,OH,43512,2,"Private nonprofit, 4-year or above",342,306,648,2,0,0,0,"701 N CLINTON, DEFIANCE, OH","[41.2958024, -84.36074599999999]",41.2958024,-84.360746,0,0,0,3.1,"Defiance College<br>Defiance, OH<br>Crime Count: 0<br>Enrollment: 648<br>Rate per 1000 students: 0.0","Defiance College<br>Defiance, OH<br>Crime Count: 0<br>Enrollment: 648<br>Rate per 1000 students: 0.0","Defiance College<br>Defiance, OH<br>Crime Count: 0<br>Enrollment: 648<br>Rate per 1000 students: 0.0","Defiance College<br>Defiance, OH<br>Crime Count: 2<br>Enrollment: 648<br>Rate per 1000 students: 3.1"
153,The University of Findlay,Main Campus,1000 N MAIN ST,FINDLAY,OH,458403695,2,"Private nonprofit, 4-year or above",1906,3172,5078,2,0,0,0,"1000 N MAIN ST, FINDLAY, OH","[41.0532089, -83.6532127]",41.0532089,-83.6532127,0,0,0,0.4,"The University of Findlay<br>Findlay, OH<br>Crime Count: 0<br>Enrollment: 5078<br>Rate per 1000 students: 0.0","The University of Findlay<br>Findlay, OH<br>Crime Count: 0<br>Enrollment: 5078<br>Rate per 1000 students: 0.0","The University of Findlay<br>Findlay, OH<br>Crime Count: 0<br>Enrollment: 5078<br>Rate per 1000 students: 0.0","The University of Findlay<br>Findlay, OH<br>Crime Count: 2<br>Enrollment: 5078<br>Rate per 1000 students: 0.4"
154,Mount Saint Joseph University,Main Campus,5701 DELHI RD,CINCINNATI,OH,452331670,2,"Private nonprofit, 4-year or above",686,1359,2045,2,0,0,0,"5701 DELHI RD, CINCINNATI, OH","[39.0949555, -84.6384041]",39.0949555,-84.6384041,0,0,0,1,"Mount Saint Joseph University<br>Cincinnati, OH<br>Crime Count: 0<br>Enrollment: 2045<br>Rate per 1000 students: 0.0","Mount Saint Joseph University<br>Cincinnati, OH<br>Crime Count: 0<br>Enrollment: 2045<br>Rate per 1000 students: 0.0","Mount Saint Joseph University<br>Cincinnati, OH<br>Crime Count: 0<br>Enrollment: 2045<br>Rate per 1000 students: 0.0","Mount Saint Joseph University<br>Cincinnati, OH<br>Crime Count: 2<br>Enrollment: 2045<br>Rate per 1000 students: 1.0"
155,Ohio State University Agricultural Technical Institute,Main Campus,1328 DOVER RD,WOOSTER,OH,446914000,4,"Public, 2-year",350,372,722,0,1,0,0,"1328 DOVER RD, WOOSTER, OH","[40.775025, -81.92310400000001]",40.775025,-81.923104,0,0,1.4,0,"Ohio State University Agricultural Technical Institute<br>Wooster, OH<br>Crime Count: 0<br>Enrollment: 722<br>Rate per 1000 students: 0.0","Ohio State University Agricultural Technical Institute<br>Wooster, OH<br>Crime Count: 0<br>Enrollment: 722<br>Rate per 1000 students: 0.0","Ohio State University Agricultural Technical Institute<br>Wooster, OH<br>Crime Count: 1<br>Enrollment: 722<br>Rate per 1000 students: 1.4","Ohio State University Agricultural Technical Institute<br>Wooster, OH<br>Crime Count: 0<br>Enrollment: 722<br>Rate per 1000 students: 0.0"
157,Wright State University-Main Campus,Dayton (Main) Campus,3640 Colonel Glenn Highway,Dayton,OH,454350001,1,"Public, 4-year or above",7942,8713,16655,2,14,2,1,"3640 Colonel Glenn Highway, Dayton, OH","[39.778275, -84.05921269999999]",39.778275,-84.0592127,0.1,0.1,0.8,0.1,"Wright State University-Main Campus<br>Dayton, OH<br>Crime Count: 1<br>Enrollment: 16655<br>Rate per 1000 students: 0.1","Wright State University-Main Campus<br>Dayton, OH<br>Crime Count: 2<br>Enrollment: 16655<br>Rate per 1000 students: 0.1","Wright State University-Main Campus<br>Dayton, OH<br>Crime Count: 14<br>Enrollment: 16655<br>Rate per 1000 students: 0.8","Wright State University-Main Campus<br>Dayton, OH<br>Crime Count: 2<br>Enrollment: 16655<br>Rate per 1000 students: 0.1"
158,Youngstown State University,Main Campus,One University Plaza,Youngstown,OH,44555,1,"Public, 4-year or above",5855,6788,12643,2,0,0,0,"One University Plaza, Youngstown, OH","[41.1083058, -80.64902169999999]",41.1083058,-80.6490217,0,0,0,0.2,"Youngstown State University<br>Youngstown, OH<br>Crime Count: 0<br>Enrollment: 12643<br>Rate per 1000 students: 0.0","Youngstown State University<br>Youngstown, OH<br>Crime Count: 0<br>Enrollment: 12643<br>Rate per 1000 students: 0.0","Youngstown State University<br>Youngstown, OH<br>Crime Count: 0<br>Enrollment: 12643<br>Rate per 1000 students: 0.0","Youngstown State University<br>Youngstown, OH<br>Crime Count: 2<br>Enrollment: 12643<br>Rate per 1000 students: 0.2"
159,Connors State College,Connors State College/Main Campus,700 College Rd.,WARNER,OK,74469,4,"Public, 2-year",752,1596,2348,0,3,0,0,"700 College Rd., WARNER, OK","[35.4918602, -95.32251099999999]",35.4918602,-95.322511,0,0,1.3,0,"Connors State College<br>Warner, OK<br>Crime Count: 0<br>Enrollment: 2348<br>Rate per 1000 students: 0.0","Connors State College<br>Warner, OK<br>Crime Count: 0<br>Enrollment: 2348<br>Rate per 1000 students: 0.0","Connors State College<br>Warner, OK<br>Crime Count: 3<br>Enrollment: 2348<br>Rate per 1000 students: 1.3","Connors State College<br>Warner, OK<br>Crime Count: 0<br>Enrollment: 2348<br>Rate per 1000 students: 0.0"
160,Langston University,Main Campus,102 Page Hall,LANGSTON,OK,730500907,1,"Public, 4-year or above",854,1566,2420,3,1,3,4,"102 Page Hall, LANGSTON, OK","[35.9459622, -97.262907]",35.9459622,-97.262907,1.7,1.2,0.4,1.2,"Langston University<br>Langston, OK<br>Crime Count: 4<br>Enrollment: 2420<br>Rate per 1000 students: 1.7","Langston University<br>Langston, OK<br>Crime Count: 3<br>Enrollment: 2420<br>Rate per 1000 students: 1.2","Langston University<br>Langston, OK<br>Crime Count: 1<br>Enrollment: 2420<br>Rate per 1000 students: 0.4","Langston University<br>Langston, OK<br>Crime Count: 3<br>Enrollment: 2420<br>Rate per 1000 students: 1.2"
161,Chemeketa Community College,Main Campus,4000 LANCASTER DR NE,SALEM,OR,97305,4,"Public, 2-year",4803,5994,10797,0,1,1,0,"4000 LANCASTER DR NE, SALEM, OR","[44.9785165, -122.977154]",44.9785165,-122.977154,0,0.1,0.1,0,"Chemeketa Community College<br>Salem, OR<br>Crime Count: 0<br>Enrollment: 10797<br>Rate per 1000 students: 0.0","Chemeketa Community College<br>Salem, OR<br>Crime Count: 1<br>Enrollment: 10797<br>Rate per 1000 students: 0.1","Chemeketa Community College<br>Salem, OR<br>Crime Count: 1<br>Enrollment: 10797<br>Rate per 1000 students: 0.1","Chemeketa Community College<br>Salem, OR<br>Crime Count: 0<br>Enrollment: 10797<br>Rate per 1000 students: 0.0"
162,Portland State University,Portland State University,PO Box 751,PORTLAND,OR,97207,1,"Public, 4-year or above",12102,14525,26627,11,7,5,6,"PO Box 751, PORTLAND, OR","[45.5230622, -122.6764815]",45.5230622,-122.6764815,0.2,0.2,0.3,0.4,"Portland State University<br>Portland, OR<br>Crime Count: 6<br>Enrollment: 26627<br>Rate per 1000 students: 0.2","Portland State University<br>Portland, OR<br>Crime Count: 5<br>Enrollment: 26627<br>Rate per 1000 students: 0.2","Portland State University<br>Portland, OR<br>Crime Count: 7<br>Enrollment: 26627<br>Rate per 1000 students: 0.3","Portland State University<br>Portland, OR<br>Crime Count: 11<br>Enrollment: 26627<br>Rate per 1000 students: 0.4"
163,California University of Pennsylvania,Main Campus,250 UNIVERSITY AVE,CALIFORNIA,PA,154191394,1,"Public, 4-year or above",3297,4256,7553,5,0,0,0,"250 UNIVERSITY AVE, CALIFORNIA, PA","[40.0656021, -79.8859011]",40.0656021,-79.8859011,0,0,0,0.7,"California University of Pennsylvania<br>California, PA<br>Crime Count: 0<br>Enrollment: 7553<br>Rate per 1000 students: 0.0","California University of Pennsylvania<br>California, PA<br>Crime Count: 0<br>Enrollment: 7553<br>Rate per 1000 students: 0.0","California University of Pennsylvania<br>California, PA<br>Crime Count: 0<br>Enrollment: 7553<br>Rate per 1000 students: 0.0","California University of Pennsylvania<br>California, PA<br>Crime Count: 5<br>Enrollment: 7553<br>Rate per 1000 students: 0.7"
164,Carnegie Mellon University,Main Campus,5000 FORBES AVE,PITTSBURGH,PA,15213,2,"Private nonprofit, 4-year or above",7887,5371,13258,8,7,1,0,"5000 FORBES AVE, PITTSBURGH, PA","[40.44416469999999, -79.9433725]",40.4441647,-79.9433725,0,0.1,0.5,0.6,"Carnegie Mellon University<br>Pittsburgh, PA<br>Crime Count: 0<br>Enrollment: 13258<br>Rate per 1000 students: 0.0","Carnegie Mellon University<br>Pittsburgh, PA<br>Crime Count: 1<br>Enrollment: 13258<br>Rate per 1000 students: 0.1","Carnegie Mellon University<br>Pittsburgh, PA<br>Crime Count: 7<br>Enrollment: 13258<br>Rate per 1000 students: 0.5","Carnegie Mellon University<br>Pittsburgh, PA<br>Crime Count: 8<br>Enrollment: 13258<br>Rate per 1000 students: 0.6"
168,Immaculata University,Main Campus,1145 KING RD,IMMACULATA,PA,19345,2,"Private nonprofit, 4-year or above",628,1982,2610,2,1,0,0,"1145 KING RD, IMMACULATA, PA","[40.0294205, -75.5704411]",40.0294205,-75.5704411,0,0,0.4,0.8,"Immaculata University<br>Immaculata, PA<br>Crime Count: 0<br>Enrollment: 2610<br>Rate per 1000 students: 0.0","Immaculata University<br>Immaculata, PA<br>Crime Count: 0<br>Enrollment: 2610<br>Rate per 1000 students: 0.0","Immaculata University<br>Immaculata, PA<br>Crime Count: 1<br>Enrollment: 2610<br>Rate per 1000 students: 0.4","Immaculata University<br>Immaculata, PA<br>Crime Count: 2<br>Enrollment: 2610<br>Rate per 1000 students: 0.8"
169,Juniata College,Main Campus,1700 MOORE ST,HUNTINGDON,PA,166522196,2,"Private nonprofit, 4-year or above",688,885,1573,9,8,0,0,"1700 MOORE ST, HUNTINGDON, PA","[40.49893180000001, -78.0175375]",40.4989318,-78.0175375,0,0,5.1,5.7,"Juniata College<br>Huntingdon, PA<br>Crime Count: 0<br>Enrollment: 1573<br>Rate per 1000 students: 0.0","Juniata College<br>Huntingdon, PA<br>Crime Count: 0<br>Enrollment: 1573<br>Rate per 1000 students: 0.0","Juniata College<br>Huntingdon, PA<br>Crime Count: 8<br>Enrollment: 1573<br>Rate per 1000 students: 5.1","Juniata College<br>Huntingdon, PA<br>Crime Count: 9<br>Enrollment: 1573<br>Rate per 1000 students: 5.7"
170,University of Pennsylvania,Main Campus,1 COLLEGE HALL 34TH AND SPRUCE STS,PHILADELPHIA,PA,191046380,2,"Private nonprofit, 4-year or above",11568,13392,24960,12,4,4,5,"1 COLLEGE HALL 34TH AND SPRUCE STS, PHILADELPHIA, PA","[39.9515103, -75.1937556]",39.9515103,-75.1937556,0.2,0.2,0.2,0.5,"University of Pennsylvania<br>Philadelphia, PA<br>Crime Count: 5<br>Enrollment: 24960<br>Rate per 1000 students: 0.2","University of Pennsylvania<br>Philadelphia, PA<br>Crime Count: 4<br>Enrollment: 24960<br>Rate per 1000 students: 0.2","University of Pennsylvania<br>Philadelphia, PA<br>Crime Count: 4<br>Enrollment: 24960<br>Rate per 1000 students: 0.2","University of Pennsylvania<br>Philadelphia, PA<br>Crime Count: 12<br>Enrollment: 24960<br>Rate per 1000 students: 0.5"
171,Thomas Jefferson University,Thomas Jefferson University,1020 WALNUT ST,PHILADELPHIA,PA,191075587,2,"Private nonprofit, 4-year or above",1181,2706,3887,0,0,2,1,"1020 WALNUT ST, PHILADELPHIA, PA","[39.9482624, -75.1582775]",39.9482624,-75.1582775,0.3,0.5,0,0,"Thomas Jefferson University<br>Philadelphia, PA<br>Crime Count: 1<br>Enrollment: 3887<br>Rate per 1000 students: 0.3","Thomas Jefferson University<br>Philadelphia, PA<br>Crime Count: 2<br>Enrollment: 3887<br>Rate per 1000 students: 0.5","Thomas Jefferson University<br>Philadelphia, PA<br>Crime Count: 0<br>Enrollment: 3887<br>Rate per 1000 students: 0.0","Thomas Jefferson University<br>Philadelphia, PA<br>Crime Count: 0<br>Enrollment: 3887<br>Rate per 1000 students: 0.0"
173,Providence College,Main Campus,1 Cunningham Square,PROVIDENCE,RI,29180001,2,"Private nonprofit, 4-year or above",2025,2543,4568,2,0,0,1,"1 Cunningham Square, PROVIDENCE, RI","[41.8441035, -71.4379605]",41.8441035,-71.4379605,0.2,0,0,0.4,"Providence College<br>Providence, RI<br>Crime Count: 1<br>Enrollment: 4568<br>Rate per 1000 students: 0.2","Providence College<br>Providence, RI<br>Crime Count: 0<br>Enrollment: 4568<br>Rate per 1000 students: 0.0","Providence College<br>Providence, RI<br>Crime Count: 0<br>Enrollment: 4568<br>Rate per 1000 students: 0.0","Providence College<br>Providence, RI<br>Crime Count: 2<br>Enrollment: 4568<br>Rate per 1000 students: 0.4"
178,Bethel University,Bethel University,325 CHERRY AVE,MCKENZIE,TN,38201,2,"Private nonprofit, 4-year or above",2440,3535,5975,3,1,0,0,"325 CHERRY AVE, MCKENZIE, TN","[36.13677130000001, -88.5172223]",36.1367713,-88.5172223,0,0,0.2,0.5,"Bethel University<br>Mckenzie, TN<br>Crime Count: 0<br>Enrollment: 5975<br>Rate per 1000 students: 0.0","Bethel University<br>Mckenzie, TN<br>Crime Count: 0<br>Enrollment: 5975<br>Rate per 1000 students: 0.0","Bethel University<br>Mckenzie, TN<br>Crime Count: 1<br>Enrollment: 5975<br>Rate per 1000 students: 0.2","Bethel University<br>Mckenzie, TN<br>Crime Count: 3<br>Enrollment: 5975<br>Rate per 1000 students: 0.5"
182,Abilene Christian University,MAIN - ABILENE CAMPUS,1600 Campus Court,ABILENE,TX,79601,2,"Private nonprofit, 4-year or above",1992,2918,4910,2,1,0,0,"1600 Campus Court, ABILENE, TX","[32.4695289, -99.71117489999999]",32.4695289,-99.7111749,0,0,0.2,0.4,"Abilene Christian University<br>Abilene, TX<br>Crime Count: 0<br>Enrollment: 4910<br>Rate per 1000 students: 0.0","Abilene Christian University<br>Abilene, TX<br>Crime Count: 0<br>Enrollment: 4910<br>Rate per 1000 students: 0.0","Abilene Christian University<br>Abilene, TX<br>Crime Count: 1<br>Enrollment: 4910<br>Rate per 1000 students: 0.2","Abilene Christian University<br>Abilene, TX<br>Crime Count: 2<br>Enrollment: 4910<br>Rate per 1000 students: 0.4"
183,University of Houston,Central Campus,4800 CALHOUN,HOUSTON,TX,770042162,1,"Public, 4-year or above",22251,21523,43774,11,13,15,6,"4800 CALHOUN, HOUSTON, TX","[29.720306, -95.34346440000002]",29.720306,-95.3434644,0.1,0.3,0.3,0.3,"University of Houston<br>Houston, TX<br>Crime Count: 6<br>Enrollment: 43774<br>Rate per 1000 students: 0.1","University of Houston<br>Houston, TX<br>Crime Count: 15<br>Enrollment: 43774<br>Rate per 1000 students: 0.3","University of Houston<br>Houston, TX<br>Crime Count: 13<br>Enrollment: 43774<br>Rate per 1000 students: 0.3","University of Houston<br>Houston, TX<br>Crime Count: 11<br>Enrollment: 43774<br>Rate per 1000 students: 0.3"
